8.065439552742961205e-01	1.220094041865994183e-01	6.854475035831153473e-01	6.796047772413325028e-01	5.889557791174784285e-01	7.122363459012684972e-01	5.789283060139124304e-01	1.894488765489261428e-01	9.431813138106319716e-01	7.199126243549706095e-01
1.195003305261453375e-01	-1.707813937662361892e-01	3.376152282093654311e-02	-8.382924954066056644e-01	-1.033011386382812480e-01	4.206920297466248959e-03	-7.635093969435735595e-02	-5.904061559183876318e-02	-5.003687479722953441e-02	1.664412045349633607e-01
-3.279050225327995172e-01	-2.831254778927088100e-01	-4.326091147814394300e-01	3.546680927119945093e-01	2.823938956818892142e-03	-3.231052065748654112e-01	-2.711087317359363036e-01	-2.178911664810873616e-01	-7.005555537381095155e-01	-2.408297219052420862e-02
-1.004598532946845112e-02	3.017952728734193957e-01	-5.617461231214067041e-01	-8.228621882142754529e-02	-2.109424508079354443e-01	-1.608099934505497278e-02	-2.491377577793007503e-01	3.101466021938978357e-01	-2.549094409580577314e-01	-2.075451376284034033e-01
-1.381808283306845166e-02	-2.987147160051732003e-02	-4.248310594381387445e-02	4.051719033667264824e-01	-6.190635974139204745e-01	2.336554960459338304e-01	1.399743768680936917e-01	-3.606119235475148677e-01	-2.784948500141641303e-01	-5.673123158095567248e-02
9.512431751549593750e-02	1.682598040812748330e-01	-1.445063799922487735e-01	7.201730584998553009e-02	1.708339482387148320e-02	-4.337626917542783400e-01	4.976743868160966172e-02	-1.649651789449312345e-01	8.742907440316344259e-02	2.073879075163920227e-01
1.869994737006200058e-01	3.356683681741748360e-01	2.206779094069770131e-01	-1.800483475821502977e-01	-2.738205008363243098e-01	7.014004300880799514e-02	6.412394508792547410e-02	2.044095546688845522e-01	-1.256310639438482368e-01	-3.089429894188449599e-01
-2.753168717390250264e-01	5.466258523814044451e-02	1.071091822142773015e-01	2.844337804663314984e-01	9.648412542178590179e-02	-5.509632625656307736e-01	1.182211469403257470e-01	4.117022845741169501e-01	-2.228762347329224236e-01	-6.373644092143636586e-01
-9.215267019573217255e-03	3.659677456957184938e-01	-4.059375757502586834e-02	2.259537975139460850e-02	-4.109659597689220845e-01	7.339437449684957371e-02	9.199389798607902555e-03	-4.447471277857031891e-01	1.041094111121681522e-02	1.580962377884302938e-01
1.559366358613901993e-01	-4.457199333980009781e-01	1.534903531115963844e-02	-1.153223660001139773e-02	-5.218395624523239351e-02	1.488454765120892920e-01	2.239239999202634335e-01	-5.905900656964574447e-01	-1.880522196919622302e-01	2.838422363677788884e-01
-5.761218291723956691e-02	-2.787996893126645781e-01	-1.207067805045555081e-01	2.935439076585930618e-01	-8.780807525856153539e-01	6.940903733999023717e-02	3.301271648746253312e-02	7.388992603316232866e-02	4.082340477938789514e-02	9.149387446329412810e-02
-1.072572216495393388e-01	3.453160242545124103e-01	-6.892013829907748246e-01	-3.840673650464276334e-01	-1.785593168525568541e-01	1.960388305928939812e-01	3.145100915413300835e-01	3.177619186560530495e-02	-2.148402446553572542e-01	-2.093506711836263569e-04
2.961464031477478720e-02	-2.217676674838760520e-01	1.576556308154815067e-01	4.476706475507574723e-03	7.312522020827259828e-02	1.588826461847657337e-03	2.306530709936715218e-01	-4.325442496783696855e-01	-9.597506251535535549e-02	-1.327509974270412174e+00
1.305537675200002003e-02	-3.153205894232581907e-01	1.815011140212396124e-01	-7.913766159841171266e-01	-5.508733265363134624e-02	8.615887069823573163e-02	5.520742230116262167e-02	4.418325980237768069e-02	1.311133509222754375e-03	4.424335353039148822e-01
